Artifact Number,Unit,Depth,Level,Material,Variety of Material,Type of Ware,Provenance,Period,Form,Vessel Part,Number of Pieces,Weight,Length,Width,Thickness,Thickness of base (complete profile),Height of foot rim,Thickness (foot rim),Diameter,MNV,Color Exterior Earthenware (Munsell),Color Interior Earthenware (Munsell),Color Profile Earthenware (Munsell),Remarks,Excavation Date
STABW210,H20-4,80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,0.8,0.7,0.2,,,,9,,,,,Yuan/Early Ming? Inverted Rim. Exterior- Single blue line followed by possibly a vine. Interior- a single thick blue line.,
STABW211,H20-4,80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Body,1,1,1,0.9,0.2,,,,,,,,,Yuan/Early Ming? Exterior- Curved blue line design unknown.,
STABW212,E17-3,50-90,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,2,2.7,2.3,0.3,,,,,,,,,Middle Ming. Exterior- Leaf vine. Interior- Single blue line.,
STABW213,H19-1,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,3,2.7,1.6,0.3,,,,19,,,,,Ming. Inverted Rim. Exterior- Possibly a grape from a grape vine.,
STABW214,H17-2,50-90,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.6,1.4,0.4,,,,,,,,,Yuan. Exterior- Part of a cloud scroll.,
STABW215,D19-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century,Bowl,Body,1,7,2.7,1.5,0.8,,,,,,,,,Ming. Exterior- Blue curved line. Interior- Design unknown.,
STABW216,D19-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,4,3.2,1.9,0.4,,,,,,,,,Late Ming. Exterior- Design incomplete. Near the foot of the bowl.,
STABW217,D19-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,0.5,0.2,,,,,,,,,Ming. Exterior- Single horizontal line across the sherd.,
STABW218,H19,70-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.5,1.1,0.2,,,,,,,,,Ming. Exterior- Cloud scroll followed by a single line. Interior-Part of a pointed leaf vine.,
STABW219,H19,70-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.4,0.7,0.2,,,,,,,,,Ming. Design unknown.,
STABW220,H19,70-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.1,0.6,0.3,,,,,,,,,Ming. Interior- Part of a leaf vine. Exterior- Part of a leaf.,
STABW221,76,Unknown,10,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,2.8,1.3,0.5,,,,,,,,,Yuan. Exterior- Single line followed by a leaf or floral vine. Interior- Part of a floral motif,
STABW222,F19-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,1,2.4,1.6,0.2,,,,,,,,,Middle Ming. Interior- Design Unknown. Exterior- Floral motif,
STABW223,38,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,4,3.6,1.8,0.4,,,,17,,,,,Yuan. Everted Rim. Interior- Vine pattern within a band of single lines. Exterior- Vine with pointed leaves.,
STABW224,8,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,1,1.6,1.3,0.3,,,,13,,,,,Yuan. Straight Rim. Interior- Single blue line. Exterior- Single blue line followed by possibly a grape vine.,
STABW225,47,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.1,1.1,0.3,,,,,,,,,Ming. Exterior- no clear design. Interior- Possibly a leaf from a leaf vine.,
STABW226,G16-3,70-90,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Cup,Body,1,1,1.6,1.1,0.2,,,,,,,,,Late Ming. Exterior- branches? Interior- thick patch of blue followed by a single line and 2 dots.,
STABW227,E21-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.7,1.1,0.5,,,,,,,,,Ming. Interior- Part of a leaf vine,
STABW228,59,Layer 4,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,1,1.9,0.9,0.2,,,,11.5,,,,,Yuan. Everted Rim. Exterior- Could be a vine or classic scroll design not clear.,
STABW229,5,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,4,2.6,2.2,0.4,,,,,,,,,Late Ming. Interior- Part of a leaf  vine.,
STABW230,61,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.6,1.3,0.3,,,,,,,,,Yuan. Interior- One single blue line,
STABW231,61,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,2,2.5,1.3,0.2,,,,,,,,,Yuan. Exterior- A single blue line followed by what appears to be a peony flower.,
STABW232,61,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,3,2.4,1.6,0.4,,,,,,,,,Ming. Interior- one short curved line. Exterior- 2 blue lines which can probably be part of a petal panel/frame design,
STABW233,G16,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century,Plate,Body,1,2,2.3,1.4,0.4,,,,,,,,,Late Ming (16th C.) Interior- Could be part of a plant,
STABW234,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.2,1.1,0.3,,,,,,,,,Yuan/ Early Ming. Exterior- Could be part of a floral motif,
STABW235,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,2.1,1,0.3,,,,,,,,,Yuan/ Early Ming. Exterior- Floral motifs or grapes separated by blue lines.,
STABW236,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,2,2.4,1.3,0.3,,,,,,,,,Yuan/Early Ming. Exterior- Pointed leaves that could be part of a vine.,
STABW237,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.2,0.9,0.3,,,,,,,,,Yuan/Early Ming. Exterior- leaves that could be part of a leaf vine.,
STABW238,5000s',,surface,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,1,2.4,0.6,0.3,,,,13.5,,,,,Yuan/Early Ming. Inverted rim. Interior- A single line followed by a curved line which could be part of a vine or scroll. Exterior- A single blue line.,
STABW239,48,Unknown,1 2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,2.4,1.5,0.3,,,,,,,,,Late Ming Curved blue line thickly painted. Could be part of the frame of a petal panel.,
STABW240,48,Unknown,1 2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.3,1,0.2,,,,,,,,,Ming. Single blue line on both interior and exterior.,
STABW241,C14,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,10,4.7,3,0.5,,0.6,0.3,15,,,,,Late Ming (late 16th-early 17th C.) Interior- Thick blue band painted along the circular interior of the base. A landscape is probably enclosed within this blue band.  | Surface find,
STABW242,29,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,7,3.5,2.6,0.4,,,,,,,,,Late Ming. Interior- design unknown. Exterior- Part of a vine,
STABW243,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,5,3.2,2.8,0.4,,,,,,,,,Yuan. Exterior- Part of a leaf vine is evident on the top of the sherd.,
STABW244,30,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.1,0.6,0.3,,,,,,,,,Ming. Interior- 2 parallel lines,
STABW246,NWT1-0B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.5,1,0.3,,,,,,,,,Ming. 2 parallel lines painted blue within.,
STABW247,H17-4,70-100,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.7,0.9,0.2,,,,,,,,,Yuan. Exterior- Floral motif which is probably part of a floral vine.,
STABW248,11A,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jar,Body,1,3,2.8,1.5,0.3,,,,,,,,,Yuan. Exterior- Part of the petal-panel frame.,
STABW249,C18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,5,2.5,2.4,0.6,,,,,,,,,Late Ming. Exterior- flower and palm-like leaves. No design on the interior.,
STABW250,C18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jarlet,Body,1,1,2.8,0.7,0.4,,,,,,,,,Ming. Double blue lines followed by a thin leaf vine,
STABW251,C18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Body,1,1,1.9,1.5,0.1,,,,,,,,,Yuan. Pointed leafy vine.,
STABW252,3,0-40,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,7,5.5,3.5,0.3,,,,8,,,,,Yuan. Inverted Rim. Exterior- Chrysanthemum flower  and a vine comprising of grapes and pointed leaves. Interior- Classic scroll.,
STABW253,3,0-40,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,3,2.7,1.7,0.3,,,,11.5,,,,,Middle Ming. Inverted Rim. Interior- Double line followed by an elaborate vine design. Exterior- Double line followed by a floral vine.,
STABW254,F16-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.8,1.2,0.4,,,,,,,,,Ming. Leaves on the surface of the sherd.,
STABW255,E19-3,80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.5,1.3,0.2,,,,,,,,,Ming. Grapes or leaves on a vine,
STABW256,D14,30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Base,1,6,3.9,3,0.6,,1.1,0.5,10,,,,,Late Ming. Exterior- 2 parallel lines running along the foot of the rim. Interior- 3 lines of varying thickness encircling the base of the bowl. The center of the base bears partial circle or swirl.,
STABW257,,Unknown,Unknown,,,,,,,,1,,,,,,,,,,,,,,
STABW258,42,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,0.7,0.3,,,,,,,,,Ming. No visible design.,
STABW259,42,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,0.8,0.7,0.2,,,,6.5,,,,,Ming. Inverted Rim. One stroke of blue visible.,
STABW260,F17-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,3.3,2.8,0.2,,,,,,,,,Yuan. Exterior- Elaborate leaf design across the surface of the sherd. Interior- Double line followed by what appears to be a pointed leaf vine.,
STABW261,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.6,1.4,0.3,,,,,,,,,Yuan. Part of a vine.,
STABW262,2013,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.1,1.4,0.3,,,,,,,,,Ming. A thick circle outline with swirls within.,
STABW263,2013,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,1,1.2,0.5,0.1,,,,6,,,,,Yuan. Inverted. No clear design on both sides.,
STABW264,F19-4,60-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,1,1.7,1.3,0.3,,,,,,,,,Yuan. Only a small patch of blue visible on one side of the sherd.,
STABW265,11A,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,2,2.5,2.3,0.1,,,,12,,,,,Late Ming (17th Century). Inverted Rim. Exterior- Patch of blue with no clear design. Interior- Edge of the rim is painted blue with a cross like pattern along the rim.,
STABW267,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,10,4.6,3.7,0.4,,,,24,,,,,Ming. Inverted Rim. Exterior- Edge of the rim is painted fully in blue. A floral vine follows. The pattern below the floral vine appears to be part of a petal panel frame. Interior- Edge of the rim is painted with a thick stroke of blue. The motif following that is unclear but appears to be part of a floral vine as well.,
STABW268,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,9,3.8,3.1,0.5,,,,32,,,,,Late Ming. Straight Rim. Exterior- A double blue parallel line runs across the surface of the sherd. Interior- A thick single blue line followed by a key-like repetitive pattern.,
STABW269,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,3,3.5,2,0.3,,,,17,,,,,Yuan. Everted Rim. The copper blue glaze has turned black on both sides of the rim. Exterior- There is a curved line and some strokes on the surface of the sherd. Interior- There is an unknown design on the surface of the sherd. The edge of the rim on the interior is also painted.,
STABW270,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,2,2.8,1.9,0.3,,,,16,,,,,Yuan. Everted Rim. Similar as the previous entry. The design on both sides of the sherd are unclear.,
STABW271,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.1,1,0.6,,,,,,,,,Ming. Close to the base of the vessel. Exterior- Only a slight blue line visible on the surface of the sherd.,
STABW272,13A,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.7,0.7,0.3,,,,,,,,,Ming. Only a small dot of blue visible on the exterior of the sherd.,
STABW273,86,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.7,1.2,0.3,,,,,,,,,Ming. Exterior- Could be part of a leaf vine or a floral spray.,
STABW274,E22-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.6,1.3,0.4,,,,,,,,,Yuan. Exterior- A thick stroke of blue across the surface of the sherd.,
STABW275,37,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jar,Body,1,10,4.3,3.2,0.5,,,,,,,,,Early Ming. Exterior- Cloud scroll on the surface of the sherd followed by what appears to be a frame and that encloses another cloud-like pattern.,
STABW276,Salvage,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Mouth,1,6,3.4,3,0.4,,,,7,,,,,Yuan. Double parallel line followed by a pointed leaf vine across the body of the sherd.,
STABW277,E18-4,50-Sterile,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,1,1.7,1.3,0.2,,,,12,,,,,Yuan. Everted Rim. The glaze has deteriorated significantly but there appears to be a vine on the exterior of the sherd.,
STABW278,10,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,3,2.7,2.5,0.3,,,,17,,,,,Early Ming. Inverted Rim. Exterior- Part of a leaf vine. Interior- Classic scroll within a band of single parallel lines.,
STABW279,50,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,1,1.1,1,0.1,,,,10.5,,,,,Yuan. Everted Rim. Exterior- Single line followed by possibly a floral scroll. Interior- Single line followed by possibly a classic scroll.,
STABW280,G20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,6,3.4,2.8,0.5,,,,,,,,,Late Ming. Exterior- A large leaf which could probably be part of a vine with flowers and leaves.,
STABW281,87,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.7,1.5,0.6,,,,,,,,,Ming. Only two visible parallel lines on one side of the sherd.,
STABW282,63,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.5,0.8,0.3,,,,,,,,,Ming. Exterior- Grape vine.,
STABW283,56,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,1,1.2,1,0.2,,,,12,,,,,Yuan. Everted Rim. Exterior- Single blue line followed by pointed leaves that could be part of a leaf vine. Interior- Classic scroll within a band of single blue lines.,
STABW284,5003,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,1,0.3,,,,,,,,,Ming. Exterior- Double blue parallel lines followed by a curve line from an unknown design,
STABW285,H19-4,50-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,2,2,1.9,0.3,,,,16.5,,,,,Ming. Straight Rim. Exterior- Double blue parallel lines along the edge of the rim followed by a patch of blue from an unknown design.,
STABW286,6,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,1,1.9,1.9,0.2,,,,9,,,,,Late Ming (16th C). Straight Rim. Exterior- a straight line parallel to the edge of the rim followed by a pointed leaf which is probably from a leaf vine. Interior- Strokes of lines slanted towards an angle enclosed within a band of single parallel lines.,
STABW287,5000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,4,2.9,2.6,0.5,,,,,,,,,Middle Ming. Exterior- Unknown design (design has mostly deteriorated),
STABW288,H19-1,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jarlet,Body,1,3,3,2,0.4,,,,,,,,,Ming. Flower with leaves on the surface of the sherd.,
STABW289,H19-1,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Cup,Body,1,1,1.4,1.2,0.1,,,,,,,,,Ming. Exterior- a leaf that is probably part of a vine.,
STABW290,F20-1,50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,2,2.7,2.1,0.3,,,,14.5,,,,,Late Ming (16th Century). Interior- Faint double blue parallel lines along the edge of th rim. Exterior- Single line followed by what appears to be a floral vine with large grapes and flowers.,
STABW291,1003B,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,4,5.2,2.5,0.2,,,,11,,,,,Yuan. Everted rim. Exterior- Floral and leaf sprays on the surface of the sherd. Interior- a classic scroll banded within single parallel lines,
STABW292,F19-2,50-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2,1.3,0.3,,,,,,,,,Ming (or late Ming?) Exterior- Looks like grapes and fruits.,
STABW293,11A,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.6,1.4,0.3,,,,,,,,,Ming. Two lines of blue of on the surface of the sherd. The blue coat is of different thickness.,
STABW294,H20-3,70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.4,0.9,0.3,,,,,,,,,Yuan. Exterior- A thick patch of blue which appears to look like a leaf that is part of a leaf vine.,
STABW295,H20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,0.9,0.9,0.2,,,,,,,,,Late Ming. Exterior- 2 dots on the surface of the sherd.,
STABW296,7,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,1,0.3,,,,,,,,,Ming. Exterior- Could be part of a cloud design.,
STABW297,F17-1,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,1,2,1.4,0.2,,,,12.5,,,,,Late Ming. Design unknown,
STABW298,87,Unknown,7,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,0.8,0.8,0.3,,,,,,,,,Ming. Dots on the surface of the sherd.,
STABW299,65,20-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.7,1,0.2,,,,,,,,,Ming. Broken part of a rim. There is a patch of blue that could be from the blue petals of a flower,
STABW300,52,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,4,3.1,2,0.5,,,,,,,,,Ming. Probably near the base of the bowl. Exterior- 2 lines of blue on the exterior of the sherd.,
STABW301,10,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jar,Body,1,1,1.3,1.2,0.3,,,,,,,,,Ming. Flower motif on the surface of the sherd. Unglazed on the inside,
STABW302,8,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1,0.8,0.3,,,,,,,,,Yuan. Glaze has mostly deteriorated. There is only a single blue line evident on the exterior of the sherd.,
STABW303,E-21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,3,2.1,1.8,0.3,,,,16,,,,,Late Ming. Exterior- Unknown design could be a chinese character. Interior- Thick single blue line along the edge of the rim.,
STABW304,F19-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,0.9,0.8,0.3,,,,,,,,,Late Ming (16th C). Two thick dots on the surface of the sherd.,
STABW305,2001,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,2,2.4,1.5,0.3,,,,,,,,,Late Ming. Exterior- Depiction of a landscape that comprises of a rock and a tree.,
STABW306,2001,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,1,1.6,1.4,0.3,,,,,,,,,Late Ming. The sherd is probably nearing the edge of the rim. It is painted with a thick coat of blue with an 'X' pattern across the cavetto.,
STABW307,2001,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.3,1,0.2,,,,,,,,,Late Ming. The sherd contains mostly the glaze of the ceramic sherd. Consistent circular pattern across the surface almost in the shape of a hive,
STABW308,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,1.5,1,0.3,,,,13,,,,,Ming. Everted Rim. Exterior- The edge of the rim is painted in a shade of light blue. Following that there is a wave like pattern. Interior- Classic scroll within a band of single parallel lines.,
STABW309,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.6,1.4,0.3,,,,,,,,,Yuan. Interior- Single blue line. Exterior- Appears to be either a vine or a stylised cloud pattern across the surface of the sherd.,
STABW310,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.6,1.4,0.3,,,,,,,,,Ming. Interior- Single blue line. (probably the same vessel as the previous entry) Exterior- Appears to be either a vine or a stylised cloud pattern across the surface of the sherd.,
STABW311,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Jarlet,Mouth,1,6,4.5,3.5,0.4,,,,,,,,,Qingbai glaze. Scrolls within panels. Geometric shapes; the design is compacted into the surface of the jarlet. Middle Ming.,
STABW312,70,0-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,1,1.3,0.9,0.3,,,,23,,,,,Late Ming. Straight Rim. Interior- Cross like pattern on the surface of the sherd. Exterior- Single blue line nearing the edge of the rim.,
STABW313,G17-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,2.2,1.5,0.3,,,,,,,,,Ming. Interior- A curved line which could be part of a swirly cloud pattern. Exterior- only a faint blue line present on the surface of the sherd.,
STABW314,H17-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,5,3.4,2.9,0.3,,,,21,,,,,Late Ming. Inverted Rim. Exterior- Thin single blue line along the edge of the rim. Interior- Swirly pattern enclosed within a band,
STABW315,C14,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,5,2.9,2.7,0.3,,,,26,,,,,Late Ming (16th C.) Straight Rim. Exterior- Single horizontal stroke of blue. Interior- Vertical line of blue,
STABW316,9,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,27,5.5,5.5,0.8,,,,,,,,,Ming. Exterior- Vine followed by a cloud design encased in a petal panel frame Interior- Single blue line probably near the edge of the rim.,
STABW317,5002,60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century,Bowl,Body,1,1,1,1,0.3,,,,,,,,,Yuan. Exterior- Faint blue line at the edge of the sherd.,
STABW318,64/65,Unknown,,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jarlet,Body,1,4,3.1,2.7,0.4,,,,,,,,,Early Ming. Exterior- Pointed leaf vine encased in a petal panel frame. Interior unglazed. Collapsed West Wall,
STABW320,D17-3,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century,Cup,Rim,1,1,2,1.6,0.2,,,,13,,,,,,
STABW321,39,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jarlet,Body,1,1,0.9,0.8,0.3,,,,,,,,,Ming. Exterior- 2 parallel lines on the surface of the sherd. One line is thicker than the other.,
